Time (s),Mass (kg),Average mass (kg),Pull force (kg)
22.93048668,58.6197,,7.2733
22.94225597,56.3576,,9.5354
22.954355,54.1044,,11.7886
22.96686172,51.9088,,13.9842
22.98290586,49.6698,,16.2232
22.99534798,47.3616,,18.5314
23.00759196,45.2342,,20.6588
23.01992512,42.4621,,23.4309
23.03213382,41.6271,,24.2659
23.04518676,40.8978,,24.9952
23.06072092,40.112,,25.781
23.07323885,38.8775,,27.0155
23.08538198,36.3955,,29.4975
23.09769678,32.2728,,33.6202
23.11009002,26.6403,,39.2527
23.12288094,20.2054,,45.6876
23.1391058,13.8123,,52.0807
23.15089393,4.4862,,61.4068
23.16333389,1.9777,,63.9153
23.17561698,0.6879,,65.2051
23.18780494,0.116,,65.777
23.20004797,0.2991,,65.5939
23.21258593,0.6114,,65.2816
23.22499681,0.1185,,65.7745
23.23721886,0.1539,,65.7391
23.25321293,0.2657,,65.6273
23.26560998,0.3063,,65.5867
23.27849603,0.2705,,65.6225
23.29026198,0.2635,,65.6295
23.30251503,0.2338,,65.6592
23.31483293,0.4072,,65.4858
23.32716703,4.6646,,61.2284
23.33954382,10.2306,,55.6624
23.35560298,20.0645,,45.8285
23.36793876,34.4495,,31.4435
23.38034391,50.8474,,15.0456
23.39272094,65.1321,,0.7609
23.40487504,75.8706,,-9.9776
23.41723704,82.3646,,-16.4716
23.43351197,85.6517,,-19.7587
23.44580984,88.9979,,-23.1049
23.4581368,92.1982,,-26.3052
23.47052503,89.5916,,-23.6986
23.48275089,84.5629,,-18.6699
23.49525404,79.1866,,-13.2936
23.51144195,74.8029,,-8.9099
23.52368379,70.4306,,-4.5376
23.53643084,66.0253,,-0.1323
23.5482378,62.2287,,3.6643
23.56133294,59.5122,,6.3808
23.57291985,57.5809,,8.3121
23.58910799,56.195,,9.698
23.60148191,56.4695,,9.4235
23.61378288,58.9234,,6.9696
23.62630105,61.7702,,4.1228
23.63842106,64.3343,,1.5587
23.65457392,67.0509,,-1.1579
23.66697979,70.5814,,-4.6884
23.679317,74.8616,,-8.9686
23.69179296,79.2777,,-13.3847
23.70391583,82.9805,,-17.0875
23.7162149,85.1321,,-19.2391
23.73296905,84.9992,,-19.1062
23.74477077,83.1649,,-17.2719
23.75709391,80.4177,,-14.5247
23.77184796,77.0825,,-11.1895
23.78209281,73.4948,,-7.6018
23.79436088,70.3332,,-4.4402
23.81070185,68.2709,,-2.3779
23.82895589,67,,-1.107
23.83496094,66.0111,,-0.1181
23.84731078,65.4242,,0.4688
23.85961676,65.6755,,0.2175
23.87187099,67.3877,,-1.4947
23.88809085,67.95,,-2.057
23.90049791,67.9666,,-2.0736
23.9128499,67.512,,-1.619
23.92542195,66.8484,,-0.9554
23.93762112,66.2776,,-0.3846
23.94977283,66.0439,,-0.1509
23.96596789,66.1739,,-0.2809
23.97825289,66.5981,,-0.7051
23.99067402,67.0157,,-1.1227
24.00291204,67.6976,,-1.8046
24.01585388,67.828,,-1.935
24.03145599,67.5825,,-1.6895
24.04378486,67.0862,,-1.1932
24.05627871,66.4531,,-0.5601
24.068959,66.0044,,-0.1114
24.08108902,65.7379,,0.1551
24.09311175,65.5421,,0.3509
24.10962272,65.4532,,0.4398
24.12159276,65.6983,,0.1947
24.13397574,67.4606,,-1.5676
24.14634705,68.5124,,-2.6194
24.15868092,69.4327,,-3.5397
24.17097402,69.9338,,-4.0408
24.18715191,69.867,,-3.974
24.19945669,69.2468,,-3.3538
24.21181178,68.3127,,-2.4197
24.22406101,67.3682,,-1.4752
24.23637199,66.6214,,-0.7284
24.24859285,66.039,,-0.146
24.26518679,65.6273,,0.2657
24.27746582,65.6282,,0.2648
24.28979897,65.7236,,0.1694
24.30179787,65.4769,,0.4161
24.31553173,64.8644,,1.0286
24.32675695,64.1299,,1.7631
24.34288597,63.3963,,2.4967
24.35510588,62.7825,,3.1105
24.36736798,62.2369,,3.6561
24.37972879,61.7499,,4.1431
24.39201474,61.3626,,4.5304
24.40827298,60.7868,,5.1062
24.42072988,60.8474,,5.0456
24.43291879,61.2147,,4.6783
24.44521499,61.8387,,4.0543
24.45792294,62.6033,,3.2897
24.46995091,63.4246,,2.4684
24.48609185,64.1798,,1.7132
24.49837279,64.7499,,1.1431
24.51192188,65.1817,,0.7113
24.52315402,65.4686,,0.4244
24.53543496,65.7943,,0.0987
24.54788899,66.4514,,-0.5584
24.5640099,66.6508,,-0.7578
24.57624602,66.7999,,-0.9069
24.58854508,66.9354,,-1.0424
24.60085583,66.9933,,-1.1003
24.61319089,67.0501,,-1.1571
24.62569594,67.2388,,-1.3458
24.64184093,67.5267,,-1.6337
24.65403199,67.7157,,-1.8227
24.66655898,67.6153,,-1.7223
24.67885089,66.7641,,-0.8711
24.69101286,66.2332,,-0.3402
24.70343876,65.7844,,0.1086
24.72040606,65.5343,,0.3587
24.73189783,65.4994,,0.3936
24.74438882,65.6221,,0.2709
24.75657678,65.9481,,-0.0551
24.7688849,66.4437,,-0.5507
24.7850399,67.0099,,-1.1169
24.79739404,67.6499,,-1.7569
24.80970693,69.1086,,-3.2156
24.82225275,69.6384,,-3.7454
24.83450699,69.9367,,-4.0437
24.84694982,70.1949,,-4.3019
24.86289096,70.5486,,-4.6556
24.87539482,70.9748,,-5.0818
24.88769388,71.5879,,-5.6949
24.89983177,72.3901,,-6.4971
24.91221786,73.1928,,-7.2998
24.9245398,73.6347,,-7.7417
24.94071674,73.6844,,-7.7914
24.9531579,73.1621,,-7.2691
24.96539712,72.5036,,-6.6106
24.97767496,71.6621,,-5.7691
24.99003196,70.7125,,-4.8195
25.0022099,69.5686,,-3.6756
25.01883388,68.2155,,-2.3225
25.03084397,66.8013,,-0.9083
25.04328775,65.2206,,0.6724
25.0555768,63.6021,,2.2909
25.06875086,62.2563,,3.6367
25.08016992,58.5554,,7.3376
25.09639502,55.8504,,10.0426
25.10906506,53.1996,,12.6934
25.12105489,50.7655,,15.1275
25.13346791,48.6114,,17.2816
25.14596891,46.8101,,19.0829
25.16190696,45.0287,,20.8643
25.17444086,42.1136,,23.7794
25.18658495,37.696,,28.197
25.198838,32.1098,,33.7832
25.21195984,26.2145,,39.6785
25.22348285,15.7459,,50.1471
25.23970199,11.1523,,54.7407
25.252033,6.919,,58.974
25.26455998,3.5578,,62.3352
25.27701402,1.438,,64.455
25.28912187,0.325,,65.568
25.30123401,0.203,,65.69
25.31370187,0.3038,,65.5892
25.32593179,0.3434,,65.5496
25.33822179,0.3265,,65.5665
25.35437799,0.3105,,65.5825
25.3666997,0.3496,,65.5434
25.3790307,0.3932,,65.4998
25.39142203,0.3797,,65.5133
25.4036479,0.4059,,65.4871
25.41599798,0.4123,,65.4807
25.42995,0.4048,,65.4882
25.440593,0.4189,,65.4741
25.45306396,0.4049,,65.4881
25.46923184,0.4029,,65.4901
25.48135781,0.3898,,65.5032
25.4937098,0.4095,,65.4835
25.50608683,0.4245,,65.4685
25.51840901,0.4232,,65.4698
25.53066874,0.4205,,65.4725
25.54302692,0.4261,,65.4669
25.55534482,0.4491,,65.4439
25.56761789,0.4626,,65.4304
25.58008671,1.2116,,64.6814
25.59608293,9.8481,,56.0449
25.60871792,27.2365,,38.6565
25.62069201,51.0436,,14.8494
25.63305283,77.2485,,-11.3555
25.64580584,102.9123,,-37.0193
25.66170883,120.8031,,-54.9101
25.67418599,125.559,,-59.666
25.68624496,123.4542,,-57.5612
25.6986289,117.0195,,-51.1265
25.71514606,116.7899,,-50.8969
25.72765803,116.2149,,-50.3219
25.73946285,116.4542,,-50.5612
25.75200272,118.0426,,-52.1496
25.76456499,116.5011,,-50.6081
25.7803998,108.7924,,-42.8994
25.79269481,96.8856,,-30.9926
25.80504203,76.1786,,-10.2856
25.81735086,70.2365,,-4.3435
25.82978582,66.4389,,-0.5459
25.845927,64.1519,,1.7411
25.85825491,63.0957,,2.7973
25.87062192,63.091,,2.802
25.88330603,63.4324,,2.4606
25.89529395,63.5129,,2.3801
25.90745282,63.741,,2.152
25.92375088,64.4124,,1.4806
25.93631482,65.6836,,0.2094
25.94840503,68.9782,,-3.0852
25.9607029,70.1572,,-4.2642
25.97323608,70.7916,,-4.8986
25.98530889,70.9104,,-5.0174
26.00154591,70.7375,,-4.8445
26.01431584,70.4943,,-4.6013
26.02633882,70.3126,,-4.4196
26.0386157,70.1691,,-4.2761
26.05104995,69.805,,-3.912
26.06709003,69.0279,,-3.1349
26.07941794,66.7512,,-0.8582
26.09172297,65.3622,,0.5308
26.10401106,64.1922,,1.7008
26.116328,63.4755,,2.4175
26.12869096,63.217,,2.676
26.14491701,63.3756,,2.5174
26.15719104,63.7462,,2.1468
26.16954994,64.352,,1.541
26.18179274,65.1974,,0.6956
26.19419813,66.3702,,-0.4772
26.20666385,68.8534,,-2.9604
26.22275782,69.1383,,-3.2453
26.23498392,68.6231,,-2.7301
26.24735498,67.5137,,-1.6207
26.2596848,66.3393,,-0.4463
26.27190399,65.5205,,0.3725
26.28419471,65.2341,,0.6589
26.30051589,65.503,,0.39
26.31517696,66.2575,,-0.3645
26.32576394,67.1025,,-1.2095
26.33749199,67.646,,-1.753
26.3497839,67.8304,,-1.9374
26.36217594,67.4336,,-1.5406
26.3784101,66.6051,,-0.7121
26.39068985,65.6448,,0.2482
26.40298986,65.1454,,0.7476
26.41538882,65.5198,,0.3732
26.42788792,66.4115,,-0.5185
26.44387484,67.2955,,-1.4025
26.45619202,67.9067,,-2.0137
26.46850896,68.16,,-2.267
26.48092198,67.8171,,-1.9241
26.49338078,67.4652,,-1.5722
26.50544381,67.2346,,-1.3416
26.52277207,67.0783,,-1.1853
26.53443694,66.8896,,-0.9966
26.54674482,66.6314,,-0.7384
26.55865979,66.2877,,-0.3947
26.57184386,65.9055,,-0.0125
26.58347869,65.8386,,0.0544
26.59955311,66.1745,,-0.2815
26.61293483,66.5744,,-0.6814
26.62418795,66.7809,,-0.8879
26.63642287,66.7392,,-0.8462
26.64888787,66.7845,,-0.8915
26.66118979,67.0536,,-1.1606
26.67738295,67.4187,,-1.5257
26.68969774,67.808,,-1.915
26.70198488,68.1698,,-2.2768
26.71673894,68.47,,-2.577
26.7267549,68.896,,-3.003
26.7389679,69.5647,,-3.6717
26.75520682,71.3301,,-5.4371
26.76753998,72.1815,,-6.2885
26.77984595,72.9056,,-7.0126
26.79210877,73.1351,,-7.2421
26.8044889,72.9202,,-7.0272
26.82063389,72.835,,-6.942
26.83300304,72.6389,,-6.7459
26.84622073,72.1618,,-6.2688
26.85765982,71.3425,,-5.4495
26.86999202,69.999,,-4.106
26.88233304,67.2774,,-1.3844
26.89856791,66.5551,,-0.6621
26.91090202,65.9562,,-0.0632
26.92318296,64.974,,0.919
26.93552995,63.51,,2.383
26.94794393,61.6744,,4.2186
26.960392,59.7732,,6.1198
26.97725701,58.4775,,7.4155
26.98859286,57.9128,,7.9802
27.00099897,57.8096,,8.0834
27.01345992,57.4415,,8.4515
27.02564573,53.8945,,11.9985
27.03849387,50.999,,14.894
27.05411887,48.5388,,17.3542
27.0666728,46.2547,,19.6383
27.07981801,43.3134,,22.5796
27.09108472,39.255,,26.638
27.10357475,34.2861,,31.6069
27.11575508,28.6613,,37.2317
27.13263083,22.8113,,43.0817
27.14457989,17.0092,,48.8838
27.15667391,7.8179,,58.0751
27.16892505,4.7972,,61.0958
27.18126702,2.8372,,63.0558
27.19365001,1.4585,,64.4345
27.205832,0.5089,,65.3841
27.21813202,0.0559,,65.8371
27.23432684,0.2343,,65.6587
27.2467339,0.1862,,65.7068
27.25901604,0.2027,,65.6903
27.27131987,0.1965,,65.6965
27.28367376,0.185,,65.708
27.29644704,0.232,,65.661
27.30839086,0.2425,,65.6505
27.32100797,0.2804,,65.6126
27.33285689,0.3305,,65.5625
27.3490231,0.3208,,65.5722
27.3613708,0.3718,,65.5212
27.3736639,0.084,,65.809
27.38599396,1.0351,,64.8579
27.39825273,3.1092,,62.7838
27.41339183,9.1685,,56.7245
27.42306685,23.0864,,42.8066
27.43527675,42.7691,,23.1239
27.4514339,58.7552,,7.1378
27.46395802,71.9803,,-6.0873
27.47609186,82.1915,,-16.2985
27.48875284,93.0033,,-27.1103
27.50072098,96.7666,,-30.8736
27.51705408,104.5308,,-38.6378
27.53027797,114.2698,,-48.3768
27.54167295,118.602,,-52.709
27.55393887,113.5801,,-47.6871
27.56639695,101.5246,,-35.6316
27.58258986,87.811,,-21.918
27.59501696,76.5673,,-10.6743
27.60718584,63.6012,,2.2918
27.61953592,61.2288,,4.6642
27.63182282,60.7745,,5.1185
27.647995,62.1095,,3.7835
27.66044188,65.2704,,0.6226
27.6727109,69.1257,,-3.2327
27.68502474,72.1519,,-6.2589
27.69766498,73.6523,,-7.7593
27.70962381,73.4563,,-7.5633
27.72581983,72.2735,,-6.3805
27.73855591,72.2556,,-6.3626
27.7505219,73.3153,,-7.4223
27.7635119,74.8906,,-8.9976
27.7753129,76.3578,,-10.4648
27.78800273,77.0645,,-11.1715
27.80366182,76.7011,,-10.8081
27.81659794,75.3893,,-9.4963
27.82832384,73.4666,,-7.5736
27.84074593,71.2811,,-5.3881
27.85311007,69.2271,,-3.3341
27.8657639,67.5766,,-1.6836
27.881675,65.7894,,0.1036
27.89438891,65.481,,0.412
27.906142,65.3485,,0.5445
27.91847205,65.2941,,0.5989
27.93127203,65.2771,,0.6159
27.94317985,65.2801,,0.6129
27.95935178,65.4462,,0.4468
27.97201395,65.7387,,0.1543
27.98459196,65.9963,,-0.1033
27.99708295,66.2869,,-0.3939
28.008641,66.9899,,-1.0969
28.02482891,67.402,,-1.509
28.03733206,67.6122,,-1.7192
28.04946589,67.6722,,-1.7792
28.06180882,67.5316,,-1.6386
28.07455182,67.0907,,-1.1977
28.0866158,66.5996,,-0.7066
28.10281181,66.084,,-0.191
28.1150279,65.6021,,0.2909
28.12751079,65.3401,,0.5529
28.1399188,65.2162,,0.6768
28.15228486,65.603,,0.29
28.16473508,66.0557,,-0.1627
28.18052793,66.5528,,-0.6598
28.19318795,66.9384,,-1.0454
28.20514107,67.2241,,-1.3311
28.21793175,67.5065,,-1.6135
28.2299788,67.6075,,-1.7145
28.24225783,67.4306,,-1.5376
28.25834084,67.1364,,-1.2434
28.27070069,66.9299,,-1.0369
28.28311586,66.6772,,-0.7842
28.29546404,66.6277,,-0.7347
28.30759978,66.6195,,-0.7265
28.31997895,66.694,,-0.801
28.33620095,66.7938,,-0.9008
28.34851885,66.8991,,-1.0061
28.36103582,67.0041,,-1.1111
28.37344599,67.0169,,-1.1239
28.38551092,66.9638,,-1.0708
28.40161896,66.9654,,-1.0724
28.41495204,67.1104,,-1.2174
28.42625999,67.6457,,-1.7527
28.43870997,67.8711,,-1.9781
28.45097303,68.1197,,-2.2267
28.46331096,68.388,,-2.495
28.47960687,68.7598,,-2.8668
28.49188089,69.3052,,-3.4122
28.50410604,70.0243,,-4.1313
28.51658392,70.9228,,-5.0298
28.52894092,71.8408,,-5.9478
28.5411768,72.626,,-6.733
28.55732489,73.3132,,-7.4202
28.56976485,73.0576,,-7.1646
28.58207703,72.319,,-6.426
28.59440899,71.3698,,-5.4768
28.60696888,70.2992,,-4.4062
28.61917591,69.2958,,-3.4028
28.6351428,68.5925,,-2.6995
28.64838886,68.235,,-2.342
28.65976,67.9176,,-2.0246
28.67232013,67.3181,,-1.4251
28.68453693,65.4058,,0.4872
28.69689393,64.7315,,1.1615
28.71379995,63.9543,,1.9387
28.7253828,62.8252,,3.0678
28.73761177,61.6445,,4.2485
28.75005698,60.8057,,5.0873
28.76252484,60.3163,,5.5767
28.77856493,60.0846,,5.8084
28.79089093,59.9129,,5.9801
28.80308795,59.5502,,6.3428
28.81588888,58.486,,7.407
28.82781601,55.2072,,10.6858
28.84028196,53.4044,,12.4886
28.85634279,51.4104,,14.4826
28.86874199,48.77,,17.123
28.88103199,44.9653,,20.9277
28.89327788,40.0786,,25.8144
28.90553188,34.2541,,31.6389
28.91827202,27.7831,,38.1099
28.93468809,20.9217,,44.9713
28.94643211,14.2754,,51.6176
28.95887184,4.6745,,61.2185
28.97105598,2.3548,,63.5382
28.98338485,1.0534,,64.8396
28.99591994,0.2911,,65.6019
29.00796986,0.0502,,65.8428
29.02034473,0.0174,,65.8756
29.03653884,0.0732,,65.8198
29.04884887,0.1542,,65.7388
29.06131101,0.1948,,65.6982
29.07349396,0.2276,,65.6654
29.0857749,0.2654,,65.6276
29.09809113,0.3244,,65.5686
29.11034179,0.3523,,65.5407
29.12374187,1.4233,,64.4697
29.13488007,2.9471,,62.9459
29.15145087,10.2594,,55.6336
29.16407514,23.9776,,41.9154
29.17587686,41.0255,,24.8675
29.18819785,56.2386,,9.6544
29.20042777,69.6486,,-3.7556
29.21297383,81.0759,,-15.1829
29.22903776,90.0244,,-24.1314
29.24133897,97.5136,,-31.6206
29.25372195,104.2006,,-38.3076
29.2660439,109.2008,,-43.3078
29.28236485,108.6122,,-42.7192
29.29462576,100.8424,,-34.9494
29.30707574,89.1261,,-23.2331
29.31982183,77.493,,-11.6
29.33158994,67.9634,,-2.0704
29.34443688,61.029,,4.864
29.3600769,56.5833,,9.3097
29.37240195,54.1585,,11.7345
29.38489699,53.6424,,12.2506
29.39803982,57.8505,,8.0425
29.40954876,61.9772,,3.9158
29.42560005,66.5316,,-0.6386
29.43859792,70.5723,,-4.6793
29.45019889,73.5977,,-7.7047
29.46262193,75.1531,,-9.2601
29.47489381,75.5358,,-9.6428
29.48712873,75.2511,,-9.3581
29.50336695,74.7532,,-8.8602
29.51574683,74.172,,-8.279
29.52829075,72.5319,,-6.6389
29.54040098,71.5997,,-5.7067
29.55273509,70.7621,,-4.8691
29.56506085,69.9831,,-4.0901
29.58132291,69.3619,,-3.4689
29.5935719,68.9942,,-3.1012
29.60587597,68.8005,,-2.9075
29.61823487,68.6277,,-2.7347
29.63065982,68.2993,,-2.4063
29.64294291,67.8003,,-1.9073
29.6593008,66.2942,,-0.4012
29.67147803,65.4443,,0.4487
29.68373203,64.7236,,1.1694
29.69608188,64.3175,,1.5755
29.70861983,64.4403,,1.4527
29.72128797,64.9692,,0.9238
29.73691607,65.6325,,0.2605
29.74922395,66.1993,,-0.3063
29.7624588,66.5997,,-0.7067
29.77389383,66.7942,,-0.9012
29.78627205,66.6588,,-0.7658
29.8024199,66.3798,,-0.4868
29.81528187,66.4947,,-0.6017
29.82787585,66.6379,,-0.7449
29.83974886,66.6695,,-0.7765
29.851794,66.6012,,-0.7082
29.86453986,66.4949,,-0.6019
29.88117886,66.3715,,-0.4785
29.89257097,66.1071,,-0.2141
29.90525389,65.8024,,0.0906
29.91774297,65.5866,,0.3064
29.92963481,65.5988,,0.2942
29.94197106,65.7325,,0.1605
29.9581058,65.821,,0.072
29.97090101,65.8687,,0.0243
29.98293591,65.8585,,0.0345
29.99540782,65.8707,,0.0223
30.007303,65.9675,,-0.0745
30.01969481,66.1051,,-0.2121
30.03611302,66.1962,,-0.3032
30.04829192,66.2106,,-0.3176
30.06052589,66.1873,,-0.2943
30.07285786,66.2909,,-0.3979
30.08522391,66.3319,,-0.4389
30.09796691,66.431,,-0.538
30.11419702,66.5835,,-0.6905
30.12604284,66.7966,,-0.9036
30.13844895,67.1014,,-1.2084
30.15081668,67.549,,-1.656
30.16309571,68.1104,,-2.2174
30.17924786,68.6302,,-2.7372
30.191571,68.9634,,-3.0704
30.20386887,68.9496,,-3.0566
30.21620107,68.9223,,-3.0293
30.22872996,69.0371,,-3.1441
30.24087095,69.1617,,-3.2687
30.25714278,69.1911,,-3.2981
30.26937985,69.1063,,-3.2133
30.28167295,68.9591,,-3.0661
30.29405904,68.8424,,-2.9494
30.30635977,68.7351,,-2.8421
30.31979394,68.5418,,-2.6488
30.33488703,67.4773,,-1.5843
30.34760094,66.6137,,-0.7207
30.35953474,65.6609,,0.2321
30.37205005,64.7675,,1.1255
30.3842299,63.9572,,1.9358
30.39655995,63.2312,,2.6618
30.41274691,62.6786,,3.2144
30.42498279,62.1932,,3.6998
30.43734479,61.6327,,4.2603
30.4496758,60.7921,,5.1009
30.46211886,59.9303,,5.9627
30.47430396,58.9347,,6.9583
30.49116492,59.161,,6.732
30.502877,59.2744,,6.6186
30.51535892,59.1666,,6.7264
30.52747178,58.84,,7.053
30.54121304,57.9594,,7.9336
30.55604005,56.1837,,9.7093
30.56867194,53.3046,,12.5884
30.58071995,49.1161,,16.7769
30.59523892,43.3554,,22.5376
30.60541892,27.9761,,37.9169
30.61771393,19.9314,,45.9616
30.6359539,12.7523,,53.1407
30.64621592,7.3065,,58.5865
30.65848684,3.9255,,61.9675
30.67090678,1.9642,,63.9288
30.68318892,0.8013,,65.0917
30.69559407,0.3746,,65.5184
30.7077899,0.3939,,65.4991
30.72001481,0.2094,,65.6836
30.73243189,0.0239,,65.8691
30.74867988,0.1222,,65.7708
30.76083899,0.2417,,65.6513
30.77352285,0.3098,,65.5832
30.78547883,0.3574,,65.5356
30.79819989,0.3674,,65.5256
30.81008697,0.4075,,65.4855
30.82284975,0.4855,,65.4075
30.83469987,0.6252,,65.2678
30.847121,0.7351,,65.1579
30.86327195,0.1695,,65.7235
30.8756249,2.073,,63.82
30.88851094,7.835,,58.058
30.90017176,23.2603,,42.6327
30.91400504,43.5954,,22.2976
30.92616391,61.425,,4.468
30.93715191,90.1055,,-24.2125
30.95333886,99.3266,,-33.4336
30.96571589,106.5601,,-40.6671
30.97810483,112.7968,,-46.9038
30.99038911,114.3572,,-48.4642
31.00657177,108.533,,-42.64
31.01912498,97.2848,,-31.3918
31.03131199,85.0287,,-19.1357
31.04355192,74.9492,,-9.0562
31.05657601,62.0573,,3.8357
31.06823778,58.6017,,7.2913
31.08463287,56.763,,9.13
31.09685993,56.4285,,9.4645
31.10902405,57.3102,,8.5828
31.12138391,58.8778,,7.0152
31.13371587,60.8328,,5.0602
31.14681387,63.239,,2.654
31.16317177,65.8507,,0.0423
31.17459679,68.4454,,-2.5524
31.1868999,72.0426,,-6.1496
31.19923687,72.6983,,-6.8053
31.21151495,72.6981,,-6.8051
31.22389293,72.3321,,-6.4391
31.24201775,71.7789,,-5.8859
31.25240183,71.1868,,-5.2938
31.26475692,70.5735,,-4.6805
31.27762198,69.9744,,-4.0814
31.28928995,69.3759,,-3.4829
31.30578899,68.8627,,-2.9697
31.31803393,68.4758,,-2.5828
31.33052397,67.9777,,-2.0847
31.34309196,67.8149,,-1.9219
31.35482287,67.6103,,-1.7173
31.36733794,67.3639,,-1.4709
31.38338494,67.0648,,-1.1718
31.39595699,66.7529,,-0.8599
31.40821004,66.3906,,-0.4976
31.420573,65.9632,,-0.0702
31.43320394,65.5372,,0.3558
31.44507384,65.1983,,0.6947
31.46118188,65.1819,,0.7111
31.47363091,65.4179,,0.4751
31.48584509,65.6027,,0.2903
31.49838996,65.7242,,0.1688
31.51043797,65.8423,,0.0507
31.5229249,65.9731,,-0.0801
31.53916502,66.0226,,-0.1296
31.55131793,66.0453,,-0.1523
31.5637567,66.192,,-0.299
31.57627988,66.4527,,-0.5597
31.58833098,66.7042,,-0.8112
31.60067201,66.8291,,-0.9361
31.61684299,66.7539,,-0.8609
31.62923598,66.6261,,-0.7331
31.64154196,66.5329,,-0.6399
31.65380096,66.5798,,-0.6868
31.66647506,66.7391,,-0.8461
31.68262792,66.8416,,-0.9486
31.694695,66.8077,,-0.9147
31.70707488,66.6725,,-0.7795
31.71943092,66.5711,,-0.6781
31.73184395,66.6374,,-0.7444
31.74397397,66.8086,,-0.9156
31.7601769,67.0358,,-1.1428
31.77253294,67.3126,,-1.4196
31.78485298,67.6085,,-1.7155
31.79722691,67.8717,,-1.9787
31.80942488,68.1931,,-2.3001
31.82183504,68.5874,,-2.6944
31.83806181,68.9238,,-3.0308
31.85038185,69.1545,,-3.2615
31.86267185,69.4138,,-3.5208
31.87521386,69.3708,,-3.4778
31.88733482,69.2567,,-3.3637
31.89970207,69.227,,-3.334
31.91585588,69.2536,,-3.3606
31.92820001,69.2507,,-3.3577
31.94052291,69.0268,,-3.1338
31.95278287,68.5575,,-2.6645
31.9656961,68.0405,,-2.1475
31.97767568,67.575,,-1.682
31.99367189,67.1491,,-1.2561
32.00603795,66.4759,,-0.5829
32.01834869,66.2999,,-0.4069
32.03221798,66.0884,,-0.1954
32.04299402,65.6369,,0.2561
32.05917978,64.849,,1.044
32.07152081,63.7196,,2.1734
32.08390498,62.3325,,3.5605
32.09632587,60.7438,,5.1492
32.10848594,59.172,,6.721
32.1207819,57.784,,8.109
32.13699389,55.1233,,10.7697
32.149333,53.3344,,12.5586
32.16189289,51.0559,,14.8371
32.17397571,48.3281,,17.5649
32.18633676,45.6566,,20.2364
32.19918895,43.4703,,22.4227
32.2152648,41.8828,,24.0102
32.22719288,40.5068,,25.3862
32.23943782,39.0061,,26.8869
32.25180793,37.1865,,28.7065
32.26567578,34.5841,,31.3089
32.27679992,25.037,,40.856
32.29270411,18.5708,,47.3222
32.30499792,12.0761,,53.8169
32.31857109,6.742,,59.151
32.33135796,3.3389,,62.5541
32.34289694,1.6055,,64.2875
32.35423398,0.6852,,65.2078
32.36662889,0.4867,,65.4063
32.37920594,0.4484,,65.4446
32.39504385,0.2128,,65.6802
32.40737987,0.0776,,65.8154
32.41971993,0.0422,,65.8508
32.43205309,0.2068,,65.6862
32.44430685,0.2121,,65.6809
32.45669889,0.2249,,65.6681
32.46939707,0.2457,,65.6473
32.48143792,0.3309,,65.5621
32.49355388,0.458,,65.435
32.50971293,0.1158,,65.7772
32.5221777,1.9983,,63.8947
32.53475595,5.6025,,60.2905
32.54691005,16.8158,,49.0772
32.55902481,35.6598,,30.2332
32.57130694,54.139,,11.754
32.58363795,67.3426,,-1.4496
32.59986782,83.9144,,-18.0214
32.61220312,88.3938,,-22.5008
32.62452674,91.5042,,-25.6112
32.63683987,94.6539,,-28.7609
32.64923882,97.9807,,-32.0877
32.66149473,99.4063,,-33.5133
32.67878795,97.5876,,-31.6946
32.69004798,92.479,,-26.586
32.70231295,85.5552,,-19.6622
32.71475792,78.23,,-12.337
32.7270391,65.6303,,0.2627
32.74319386,61.3026,,4.5904
32.75548887,58.3311,,7.5619
32.76786995,56.533,,9.36
32.78045392,55.8943,,9.9987
32.79251099,56.6213,,9.2717
32.80505395,58.8024,,7.0906
32.82103777,62.0984,,3.7946
32.833323,66.2474,,-0.3544
32.84566879,70.6481,,-4.7551
32.8578949,76.69,,-10.797
32.87058377,77.3718,,-11.4788
32.88277793,76.5932,,-10.7002
32.89956093,74.7198,,-8.8268
32.91118693,72.5831,,-6.6901
32.92414594,70.912,,-5.019
32.93582892,69.7619,,-3.8689
32.94819379,69.0747,,-3.1817
32.96046185,68.7377,,-2.8447
32.9767499,68.5236,,-2.6306
32.98947382,68.3395,,-2.4465
33.00133896,67.8164,,-1.9234
33.0139327,67.4228,,-1.5298
33.0259521,66.8758,,-0.9828
33.03877401,66.436,,-0.543
33.05450296,66.251,,-0.358
33.06689382,66.3128,,-0.4198
33.07911086,66.4699,,-0.5769
33.09179711,66.6795,,-0.7865
33.10376096,66.957,,-1.064
33.11999702,67.2496,,-1.3566
33.13266683,67.6344,,-1.7414
33.14467692,67.882,,-1.989
33.15696383,68.0579,,-2.1649
33.16972089,68.0626,,-2.1696
33.18163371,67.8187,,-1.9257
33.19782186,67.3927,,-1.4997
33.21016502,66.9314,,-1.0384
33.22270393,66.459,,-0.566
33.23483181,65.9632,,-0.0702
33.24714184,65.5739,,0.3191
33.2594378,65.4356,,0.4574
33.27567077,65.9912,,-0.0982
33.28870583,66.4581,,-0.5651
33.30041885,66.8719,,-0.9789
33.31261897,67.2045,,-1.3115
33.32495189,67.5669,,-1.6739
33.33716297,67.914,,-2.021
33.35349894,68.095,,-2.202
33.36580586,67.9366,,-2.0436
33.37831187,67.3971,,-1.5041
33.39161611,66.7721,,-0.8791
