Time (s),Mass (kg),Average weight,Pull force (kg)
70.77119493,65.9369,,14.1831
70.78353786,65.8602,,14.2598
70.79591894,65.6325,,14.4875
70.80813098,65.5169,,14.6031
70.82524896,65.4367,,14.6833
70.83677101,65.4176,,14.7024
70.84902906,65.5334,,14.5866
70.861377,65.7875,,14.3325
70.87370896,66.0956,,14.0244
70.88597298,66.3885,,13.7315
70.90221691,66.6956,,13.4244
70.91454792,66.9393,,13.1807
70.92692184,67.3787,,12.7413
70.93920684,67.6347,,12.4853
70.95152092,67.8589,,12.2611
70.96385789,68.0071,,12.1129
70.9800508,68.0885,,12.0315
70.99245191,68.1075,,12.0125
71.00466704,68.1245,,11.9955
71.0170269,68.243,,11.877
71.02932906,68.4297,,11.6903
71.04181981,68.6722,,11.4478
71.05785275,68.9777,,11.1423
71.07055998,69.6811,,10.4389
71.08250284,70.0045,,10.1155
71.0973711,70.2971,,9.8229
71.10718298,70.6036,,9.5164
71.12018991,70.9455,,9.1745
71.13586783,71.212,,8.908
71.14803886,71.4288,,8.6912
71.16038299,71.5963,,8.5237
71.17280793,71.8438,,8.2762
71.18500876,72.1638,,7.9562
71.20120907,72.6406,,7.4794
71.21357298,72.8325,,7.2875
71.22624993,73.0419,,7.0781
71.23900008,73.3115,,6.8085
71.25049806,73.6271,,6.4929
71.26386094,73.934,,6.186
71.27901793,74.238,,5.882
71.29135895,74.6144,,5.5056
71.30367994,74.9831,,5.1369
71.31599307,75.3326,,4.7874
71.32838082,76.1077,,4.0123
71.34122682,76.5358,,3.5842
71.35704589,76.9239,,3.1961
71.36921597,77.2417,,2.8783
71.38153172,77.5215,,2.5985
71.39388108,77.7495,,2.3705
71.40615177,77.9869,,2.1331
71.41894388,78.2501,,1.8699
71.43467903,78.6123,,1.5077
71.44705606,79.0306,,1.0894
71.45938873,79.5159,,0.6041
71.47168779,80.512,,-0.392
71.48520398,80.9419,,-0.8219
71.49696612,81.3176,,-1.1976
71.51257396,81.6514,,-1.5314
71.52487087,81.9041,,-1.7841
71.53799486,82.0282,,-1.9082
71.54948187,82.0281,,-1.9081
71.56196499,81.9039,,-1.7839
71.58017993,81.729,,-1.609
71.59034801,81.6373,,-1.5173
71.60266495,82.139,,-2.019
71.61502194,82.837,,-2.717
71.62756991,83.6949,,-3.5749
71.63965988,84.5195,,-4.3995
71.65583682,85.1791,,-5.0591
71.66813207,85.4616,,-5.3416
71.68051195,85.2618,,-5.1418
71.69285893,84.5825,,-4.4625
71.70524597,83.5527,,-3.4327
71.717484,82.4158,,-2.2958
71.73370695,80.9227,,-0.8027
71.74672675,80.7448,,-0.6248
71.7583189,80.8857,,-0.7657
71.77073193,81.103,,-0.983
71.78357601,81.2979,,-1.1779
71.79530096,81.4945,,-1.3745
71.81160378,81.6718,,-1.5518
71.82381797,81.8063,,-1.6863
71.83667183,81.879,,-1.759
71.84849691,81.84,,-1.72
71.86085916,81.6259,,-1.5059
71.87302089,81.5316,,-1.4116
71.88934398,81.4324,,-1.3124
71.90164399,81.2329,,-1.1129
71.91399288,80.8303,,-0.7103
71.92651796,80.2335,,-0.1135
71.93944478,79.4771,,0.6429
71.95485902,78.7104,,1.4096
71.9671731,78.2748,,1.8452
71.97956872,78.2844,,1.8356
71.99211383,78.6898,,1.4302
72.00422907,80.1706,,-0.0506
72.0164547,80.9089,,-0.7889
72.03263187,81.6418,,-1.5218
72.04554892,82.2519,,-2.1319
72.05729508,82.5962,,-2.4762
72.0696559,82.4503,,-2.3303
72.08217096,81.7168,,-1.5968
72.09436584,80.4766,,-0.3566
72.11060977,78.9497,,1.1703
72.12341905,77.3927,,2.7273
72.13557506,75.6251,,4.4949
72.14752102,75.7362,,4.3838
72.15982199,76.3871,,3.7329
72.17275786,77.207,,2.913
72.18835711,77.8583,,2.2617
72.20065594,78.0875,,2.0325
72.21297193,77.8856,,2.2344
72.22563195,77.3955,,2.7245
72.23767185,76.6631,,3.4569
72.25016999,75.6908,,4.4292
72.26642609,73.2604,,6.8596
72.2786839,72.0697,,8.0503
72.29080009,71.0602,,9.0598
72.30308795,70.3019,,9.8181
72.31542397,69.819,,10.301
72.33163905,69.5589,,10.5611
72.34399986,69.5371,,10.5829
72.35629678,69.6913,,10.4287
72.36891389,69.9484,,10.1716
72.38108993,70.2451,,9.8749
72.39332986,70.5959,,9.5241
72.410043,71.2181,,8.9019
72.42178893,71.4524,,8.6676
72.43451095,71.6201,,8.4999
72.44642782,71.6621,,8.4579
72.45876193,71.555,,8.565
72.4710598,71.3325,,8.7875
72.48904991,70.975,,9.145
72.49964094,70.5538,,9.5662
72.51203489,70.1725,,9.9475
72.52441382,69.8979,,10.2221
72.53661203,69.5654,,10.5546
72.54888487,69.4613,,10.6587
72.565135,69.346,,10.774
72.57774782,69.2818,,10.8382
72.59003687,69.279,,10.841
72.6021769,69.3495,,10.7705
72.61441183,69.4691,,10.6509
72.62699103,69.497,,10.623
72.64301896,69.3251,,10.7949
72.65525699,69.0362,,11.0838
72.66765404,68.0647,,12.0553
72.67999887,67.4035,,12.7165
72.69224381,66.6972,,13.4228
72.70844793,66.0408,,14.0792
72.72188473,65.5325,,14.5875
72.73317981,65.1284,,14.9916
72.74581504,64.8066,,15.3134
72.75779796,64.513,,15.607
72.77009392,64.15,,15.97
72.78627992,63.7538,,16.3662
72.79860973,63.2116,,16.9084
72.81092596,61.838,,18.282
72.8237288,61.1232,,18.9968
72.83566689,60.32,,19.8
72.84794998,59.4671,,20.6529
72.86412001,58.6546,,21.4654
72.87675905,57.951,,22.169
72.88951898,57.4208,,22.6992
72.90105486,57.1549,,22.9651
72.91338491,57.2226,,22.8974
72.92579198,57.579,,22.541
72.94210982,58.4923,,21.6277
72.95439506,58.9007,,21.2193
72.96658707,59.1991,,20.9209
72.97932196,59.3743,,20.7457
72.9913559,59.4995,,20.6205
73.00353408,59.6183,,20.5017
73.01978803,59.7676,,20.3524
73.0324769,59.9597,,20.1603
73.04444003,60.1788,,19.9412
73.05673599,60.4299,,19.6901
73.06905103,60.948,,19.172
73.08607578,61.2436,,18.8764
73.09798908,61.5904,,18.5296
73.10987592,61.9387,,18.1813
73.12230086,62.2403,,17.8797
73.13585782,62.4367,,17.6833
73.14757991,62.5093,,17.6107
73.16312003,62.5334,,17.5866
73.17651892,62.5273,,17.5927
73.18776488,62.4885,,17.6315
73.20008802,62.4536,,17.6664
73.21334195,62.6789,,17.4411
73.22531605,62.8827,,17.2373
73.24096894,63.076,,17.044
73.25347805,63.2425,,16.8775
73.26556993,63.3967,,16.7233
73.27794886,63.5876,,16.5324
73.29059196,63.75,,16.37
73.30250597,63.8141,,16.3059
73.31912279,63.8795,,16.2405
73.33110809,63.9905,,16.1295
73.3433888,64.3897,,15.7303
73.35573077,64.6394,,15.4806
73.36810684,64.8962,,15.2238
73.38064504,65.1749,,14.9451
73.39700794,65.503,,14.617
73.40890598,65.8486,,14.2714
73.42137003,66.2129,,13.9071
73.43353701,66.5685,,13.5515
73.44585991,66.904,,13.216
73.46228981,67.2092,,12.9108
73.47439694,67.7755,,12.3445
73.48680186,67.976,,12.144
73.49905396,68.144,,11.976
73.51139402,68.2726,,11.8474
73.52450395,68.4805,,11.6395
73.53991699,68.778,,11.342
73.55225277,69.1387,,10.9813
73.56456685,69.5265,,10.5935
73.57696199,69.9286,,10.1914
73.58988094,70.4038,,9.7162
73.60161781,71.5317,,8.5883
73.61773896,72.0357,,8.0843
73.63006783,72.4201,,7.6999
73.64290094,72.7187,,7.4013
73.65469694,73.0461,,7.0739
73.66702509,73.4849,,6.6351
73.67997408,74.018,,6.102
73.69574189,74.5954,,5.5246
73.70786595,75.1491,,4.9709
73.72024274,75.6506,,4.4694
73.73305392,76.1173,,4.0027
73.74489594,77.3112,,2.8088
73.75759506,78.073,,2.047
73.77343678,79.0026,,1.1174
73.78586197,80.0532,,0.0668
73.79805899,81.0604,,-0.9404
73.81071401,81.9393,,-1.8193
73.82277179,82.4405,,-2.3205
73.83890295,82.5458,,-2.4258
73.85127282,82.3703,,-2.2503
73.86355972,81.9384,,-1.8184
73.87591004,80.8994,,-0.7794
73.88860989,80.6098,,-0.4898
73.90055704,80.5537,,-0.4337
73.9173758,80.684,,-0.564
73.92944503,80.8558,,-0.7358
73.9415729,80.9286,,-0.8086
73.95371389,80.8511,,-0.7311
73.96595192,80.6819,,-0.5619
73.97835493,80.5279,,-0.4079
73.99476075,80.528,,-0.408
74.00697494,80.8185,,-0.6985
74.01967788,81.0296,,-0.9096
74.03163481,81.4352,,-1.3152
74.04427099,81.9754,,-1.8554
74.0560739,82.5006,,-2.3806
74.07487679,82.8116,,-2.6916
74.0850668,82.7844,,-2.6644
74.09702492,82.2672,,-2.1472
74.10936284,81.3868,,-1.2668
74.12176895,80.2894,,-0.1694
74.13787103,79.1442,,0.9758
74.15038085,77.717,,2.403
74.16314793,77.7923,,2.3277
74.17482114,78.2607,,1.8593
74.18718481,78.9591,,1.1609
74.19950199,79.6915,,0.4285
74.21570396,80.2694,,-0.1494
74.22835183,80.5798,,-0.4598
74.24055004,80.7014,,-0.5814
74.25268197,80.8056,,-0.6856
74.26504803,80.9414,,-0.8214
74.27775693,81.6343,,-1.5143
74.29381895,82.1615,,-2.0415
74.305866,82.6383,,-2.5183
74.32032204,82.9299,,-2.8099
74.33087087,82.9293,,-2.8093
74.34392786,82.618,,-2.498
74.35516691,82.0854,,-1.9654
74.37141991,81.4665,,-1.3465
74.38386393,80.6931,,-0.5731
74.39607692,79.8978,,0.2222
74.40840483,78.8288,,1.2912
74.42065287,78.9192,,1.2008
74.43293691,79.503,,0.617
74.44918394,80.4855,,-0.3655
74.46153998,81.6104,,-1.4904
74.47384286,82.5084,,-2.3884
74.48662591,82.7255,,-2.6055
74.49865174,82.0272,,-1.9072
74.51469779,80.5654,,-0.4454
74.527318,78.8061,,1.3139
74.53940296,77.1547,,2.9653
74.55167794,74.9659,,5.1541
74.56398988,74.4099,,5.7101
74.57620502,74.0433,,6.0767
74.59256387,73.8141,,6.3059
74.60488105,73.8162,,6.3038
74.61759996,73.9372,,6.1828
74.6295228,74.0726,,6.0474
74.6418159,74.1491,,5.9709
74.65412498,74.1781,,5.9419
74.67036581,74.2448,,5.8752
74.682688,74.7746,,5.3454
74.69522786,74.9928,,5.1272
74.707407,75.0815,,5.0385
74.71976376,75.086,,5.034
74.73198891,75.0173,,5.1027
74.74824286,74.9428,,5.1772
74.76054072,74.922,,5.198
74.77289796,74.9556,,5.1644
74.78512788,74.9713,,5.1487
74.79774475,75.0187,,5.1013
74.81006789,75.3721,,4.7479
74.82608199,75.5723,,4.5477
74.8383081,75.7188,,4.4012
74.8506968,75.7224,,4.3976
74.86300683,75.6307,,4.4893
74.87528276,75.5846,,4.5354
74.89197302,75.6935,,4.4265
74.90394998,75.8489,,4.2711
74.91622996,75.9781,,4.1419
74.92851973,75.9327,,4.1873
74.94095206,75.7259,,4.3941
74.95309782,75.3153,,4.8047
74.96945286,75.3361,,4.7839
74.98172998,75.4555,,4.6645
74.99415898,75.5696,,4.5504
75.00631905,75.597,,4.523
75.01915789,75.4473,,4.6727
75.03128076,75.2304,,4.8896
75.04731679,75.1228,,4.9972
75.0595119,75.1623,,4.9577
75.07183504,75.3172,,4.8028
75.08415103,75.7302,,4.3898
75.0974288,75.8288,,4.2912
75.10882878,75.7799,,4.3401
75.12499499,75.6353,,4.4847
75.13741302,75.4402,,4.6798
75.14973688,75.1991,,4.9209
75.16213179,74.9549,,5.1651
75.17426085,74.7645,,5.3555
75.18660188,74.6277,,5.4923
75.2028358,74.5157,,5.6043
75.21517086,74.5418,,5.5782
75.22762108,74.6868,,5.4332
75.240376,74.7836,,5.3364
75.25211,74.7885,,5.3315
75.26832676,74.7047,,5.4153
75.28072596,74.5143,,5.6057
75.29299808,74.3155,,5.8045
75.30530286,74.1802,,5.9398
75.31767297,74.1606,,5.9594
75.33085203,74.2551,,5.8649
75.34623504,74.3087,,5.8113
75.35843706,74.0367,,6.0833
75.37079906,73.695,,6.425
75.3831358,73.3385,,6.7815
75.39556098,73.0805,,7.0395
75.40792704,72.9271,,7.1929
75.42400193,72.8928,,7.2272
75.43629575,72.9442,,7.1758
75.44887185,73.0571,,7.0629
75.46096087,73.1184,,7.0016
75.47335386,73.02,,7.1
75.48556995,72.7171,,7.4029
75.50179505,72.6412,,7.4788
75.51419783,72.6937,,7.4263
75.52645183,72.8469,,7.2731
75.53877807,72.9793,,7.1407
75.55111074,73.0842,,7.0358
75.56334686,73.1143,,7.0057
75.57972598,73.0332,,7.0868
75.59198093,72.9178,,7.2022
75.60432506,72.9077,,7.2123
75.61659384,73.2478,,6.8722
75.6290648,73.5238,,6.5962
75.64593887,73.7826,,6.3374
75.65747881,74.0191,,6.1009
75.66980815,74.2738,,5.8462
75.68213391,74.5436,,5.5764
75.69445395,74.836,,5.284
75.70682693,75.1441,,4.9759
75.72295499,75.4173,,4.7027
75.73528385,75.7093,,4.4107
75.74770594,75.9318,,4.1882
75.75991011,76.407,,3.713
75.7721889,76.64,,3.48
75.78459191,76.9143,,3.2057
75.80080295,77.3184,,2.8016
75.81310678,77.8866,,2.2334
75.82537699,78.4929,,1.6271
75.83780193,79.0665,,1.0535
75.85019684,79.537,,0.583
75.86241388,79.8963,,0.2237
75.88003612,80.1659,,-0.0459
75.89102983,80.5636,,-0.4436
75.9034009,80.6526,,-0.5326
75.91558504,80.7275,,-0.6075
75.9282968,80.8607,,-0.7407
75.94025898,81.0843,,-0.9643
75.95644999,81.3893,,-1.2693
75.96952391,81.7165,,-1.5965
75.98123097,82.0771,,-1.9571
75.99343586,82.518,,-2.398
76.00575686,82.9632,,-2.8432
76.02288389,83.7244,,-3.6044
76.03426099,83.9252,,-3.8052
76.04689789,83.9166,,-3.7966
76.0589509,83.5682,,-3.4482
76.07129908,83.0038,,-2.8838
76.08362579,82.3398,,-2.2198
76.0997901,81.7028,,-1.5828
76.1121459,81.239,,-1.119
76.12442899,81.0106,,-0.8906
76.13674498,80.9611,,-0.8411
76.14907312,81.3729,,-1.2529
76.16149282,81.5528,,-1.4328
76.17765903,81.6001,,-1.4801
76.18989301,81.5708,,-1.4508
76.20261192,81.6158,,-1.4958
76.21494913,81.7062,,-1.5862
76.22691488,81.7877,,-1.6677
76.23918676,81.8066,,-1.6866
76.25544906,81.7806,,-1.6606
76.26795006,81.6698,,-1.5498
76.28023195,81.3924,,-1.2724
76.29247403,80.1054,,0.0146
76.304739,79.4282,,0.6918
76.31708097,79.1005,,1.0195
76.33437395,79.24,,0.88
76.345613,79.791,,0.329
76.35794878,80.4595,,-0.3395
76.37039781,81.0075,,-0.8875
76.38262296,81.3578,,-1.2378
76.39878392,81.4814,,-1.3614
76.41109085,81.3509,,-1.2309
76.42496204,80.6179,,-0.4979
76.43653607,80.298,,-0.178
76.44829679,80.1666,,-0.0466
76.46061778,80.2063,,-0.0863
76.47663498,80.2062,,-0.0862
76.48892212,80.154,,-0.034
76.50125575,80.0659,,0.0541
76.51357293,79.9179,,0.2021
76.5259068,79.6695,,0.4505
76.53821993,79.3061,,0.8139
76.55467987,78.4761,,1.6439
76.56709385,78.2153,,1.9047
76.57943797,78.0258,,2.0942
76.59159589,77.7144,,2.4056
76.60367203,77.2719,,2.8481
76.61604691,76.6535,,3.4665
76.63364196,75.8755,,4.2445
76.64462495,74.9841,,5.1359
76.65699601,74.0871,,6.0329
76.66927505,73.3839,,6.7361
76.68147612,72.9993,,7.1207
76.69393182,72.7353,,7.3847
76.71006489,72.628,,7.492
76.72245693,72.5968,,7.5232
76.73477387,72.6877,,7.4323
76.74713993,72.869,,7.251
76.75936294,73.0303,,7.0897
76.7762301,73.1257,,6.9943
76.78789401,73.1841,,6.9359
76.80023003,73.2321,,6.8879
76.81256795,73.3403,,6.7797
76.82503009,73.4496,,6.6704
76.83721113,73.352,,6.768
76.85338688,73.292,,6.828
76.86574578,73.3434,,6.7766
76.87801886,73.4497,,6.6703
76.89046383,73.568,,6.552
76.90271688,73.6006,,6.5194
76.91500592,73.4934,,6.6266
76.93172383,73.3279,,6.7921
76.94448495,73.1005,,7.0195
76.95590401,72.812,,7.308
76.968225,72.9091,,7.2109
76.98108006,73.101,,7.019
76.99287391,73.2415,,6.8785
77.00906277,73.2584,,6.8616
77.02141476,73.1914,,6.9286
77.03414702,73.1075,,7.0125
77.04664397,73.069,,7.051
77.0583427,73.2015,,6.9185
77.07066107,73.4549,,6.6651
77.08704615,73.7118,,6.4082
77.09924889,74.0352,,6.0848
77.11153603,74.06,,6.06
77.12450194,73.913,,6.207
77.13638186,73.6633,,6.4567
77.152385,73.4028,,6.7172
77.16534185,73.1706,,6.9494
77.17708898,73.075,,7.045
77.18936086,73.071,,7.049
77.20171905,73.0921,,7.0279
77.21483588,73.1646,,6.9554
77.232409,73.1283,,6.9917
77.24251294,73.0714,,7.0486
77.2549789,73.0346,,7.0854
77.26720405,73.0231,,7.0969
77.27987385,73.044,,7.076
77.29281878,73.0061,,7.1139
77.30806589,72.8387,,7.2813
77.32040501,72.5116,,7.6084
77.33279777,72.1501,,7.9699
77.34502077,71.7546,,8.3654
77.35732388,70.842,,9.278
77.37027979,70.3731,,9.7469
77.38588881,69.942,,10.178
77.39821887,69.5641,,10.5559
77.41056991,69.3494,,10.7706
77.42339087,69.2914,,10.8286
77.43615985,69.3225,,10.7975
77.44748902,69.4925,,10.6275
77.46376395,69.7341,,10.3859
77.47609377,69.8967,,10.2233
77.48889184,69.9732,,10.1468
77.50068974,69.6743,,10.4457
77.51391578,69.4359,,10.6841
77.52922702,69.1808,,10.9392
77.54162693,68.9018,,11.2182
77.55384088,68.6513,,11.4687
77.56614804,68.4422,,11.6778
77.57845592,68.2592,,11.8608
77.59080911,68.1023,,12.0177
77.60699797,67.9457,,12.1743
77.61936498,67.8362,,12.2838
77.63170385,67.6786,,12.4414
77.64394784,67.6879,,12.4321
77.65620804,67.7182,,12.4018
77.66855288,67.7701,,12.3499
77.68489289,67.8937,,12.2263
77.69721889,68.079,,12.041
77.70945978,68.284,,11.836
77.72178698,68.4158,,11.7042
77.73408604,68.542,,11.578
77.74661398,68.6473,,11.4727
77.76279688,68.9529,,11.1671
77.77497888,69.163,,10.957
77.78728485,69.3851,,10.7349
77.79960275,69.5754,,10.5446
77.81190801,69.7574,,10.3626
77.82434392,69.9994,,10.1206
77.84050083,70.3313,,9.7887
77.85291386,70.7177,,9.4023
77.86509895,71.2045,,8.9155
77.87750196,71.8252,,8.2948
77.88983393,72.4372,,7.6828
77.90601182,73.7903,,6.3297
77.91834593,74.5887,,5.5313
77.93111014,75.383,,4.737
77.94326997,76.1195,,4.0005
77.95535898,76.8658,,3.2542
77.96819973,77.6871,,2.4329
77.98392296,78.4818,,1.6382
77.99788308,79.1941,,0.9259
78.00850081,79.7604,,0.3596
78.02254891,80.1384,,-0.0184
78.03318501,80.5336,,-0.4136
78.04542208,80.7675,,-0.6475
78.06174994,81.1429,,-1.0229
78.07402682,81.6958,,-1.5758
78.08630085,82.4067,,-2.2867
78.09865189,83.1173,,-2.9973
78.11101294,83.6444,,-3.5244
78.1234858,83.8512,,-3.7312
78.13952184,83.6481,,-3.5281
78.15181088,83.1297,,-3.0097
78.16418886,81.7755,,-1.6555
78.17700982,81.2586,,-1.1386
78.18889093,80.9935,,-0.8735
78.20113873,80.9717,,-0.8517
78.21939611,81.0832,,-0.9632
78.22967386,81.2287,,-1.1087
78.24206996,81.3554,,-1.2354
78.25433111,81.4772,,-1.3572
78.26662803,81.6153,,-1.4953
78.28501701,81.8408,,-1.7208
78.29512906,82.1009,,-1.9809
78.3074789,82.4922,,-2.3722
78.31994891,82.478,,-2.358
78.33278394,82.1781,,-2.0581
78.34449673,81.7569,,-1.6369
78.36073112,81.4251,,-1.3051
78.37349391,81.1551,,-1.0351
78.38554382,81.1071,,-0.9871
78.39766288,81.4853,,-1.3653
78.40997982,82.3103,,-2.1903
78.42278385,83.3308,,-3.2108
78.43850279,84.5787,,-4.4587
78.45087576,84.4528,,-4.3328
78.46329594,84.0872,,-3.9672
78.47555804,83.6534,,-3.5334
78.48774076,83.1507,,-3.0307
78.50012493,82.3756,,-2.2556
78.51669908,81.3304,,-1.2104
78.52887177,80.2281,,-0.1081
78.54110312,79.415,,0.705
78.55338693,79.0828,,1.0372
78.56582189,79.8848,,0.2352
78.57797909,80.911,,-0.791
78.59416699,82.084,,-1.964
78.606457,83.1897,,-3.0697
78.61886096,84.0257,,-3.9057
78.63110805,84.4025,,-4.2825
78.6434319,84.1238,,-4.0038
78.65964198,83.2045,,-3.0845
78.67199087,81.8582,,-1.7382
78.68524098,80.2891,,-0.1691
78.69665694,77.5739,,2.5461
78.70906281,76.7607,,3.3593
78.72128081,76.3167,,3.8033
78.73752379,76.2403,,3.8797
78.74992394,76.5205,,3.5995
78.76219392,77.0578,,3.0622
78.77443504,77.5862,,2.5338
78.786901,77.8314,,2.2886
78.79938388,77.6723,,2.4477
78.81531692,77.1374,,2.9826
78.82761598,76.4906,,3.6294
78.84043002,75.4132,,4.7068
78.85227585,75.1922,,4.9278
78.86465502,75.1777,,4.9423
78.87696886,75.2628,,4.8572
78.89315486,75.3771,,4.7429
78.90570784,75.4666,,4.6534
78.91792512,75.4487,,4.6713
78.93014789,75.4017,,4.7183
78.9425168,75.4013,,4.7187
78.95474505,75.4171,,4.7029
78.971035,75.432,,4.688
78.9834621,75.2927,,4.8273
78.99560499,75.1089,,5.0111
79.0079639,74.9849,,5.1351
79.02038693,75.0185,,5.1015
79.03648782,75.1673,,4.9527
79.04914975,75.423,,4.697
79.06113195,75.7844,,4.3356
79.0734849,76.1996,,3.9204
79.08572888,76.4748,,3.6452
79.09936595,76.5239,,3.5961
79.11426091,76.2991,,3.8209
79.12662601,75.8784,,4.2416
79.13979888,75.4045,,4.7155
79.15129495,75.0204,,5.0996
79.16378212,74.8306,,5.2894
79.17592072,74.8858,,5.2342
79.19229579,75.0882,,5.0318
79.2045188,75.3068,,4.8132
79.21684504,75.4391,,4.6809
79.22922206,75.5071,,4.6129
79.24214911,75.7128,,4.4072
79.25383186,75.9135,,4.2065
79.27044392,76.0345,,4.0855
79.28229904,76.0482,,4.0718
79.29468298,75.9362,,4.1838
79.30702496,75.7534,,4.3666
79.31975174,75.5854,,4.5346
79.33188391,75.5016,,4.6184
79.34966493,75.5068,,4.6132
79.36024594,75.57,,4.55
79.37243795,75.4162,,4.7038
79.38475204,75.17,,4.95
79.39768696,75.0035,,5.1165
79.41328406,74.9716,,5.1484
79.426085,75.1006,,5.0194
79.43808794,75.2615,,4.8585
79.45023775,75.2894,,4.8306
79.46275496,75.2364,,4.8836
79.47489095,75.1463,,4.9737
79.49112391,75.0983,,5.0217
79.50349593,75.4056,,4.7144
79.51570201,75.5698,,4.5502
79.52812386,75.5536,,4.5664
79.54032207,75.2856,,4.8344
79.55275202,74.8712,,5.2488
79.56893587,74.4289,,5.6911
79.58177781,74.1953,,5.9247
79.59394407,74.2367,,5.8833
79.60582495,74.4481,,5.6719
79.61837482,74.6679,,5.4521
79.63081384,74.7445,,5.3755
79.64696193,74.3539,,5.7661
79.65907812,73.9785,,6.1415
79.672822,73.6933,,6.4267
79.68406177,73.6018,,6.5182
79.69611001,73.6594,,6.4606
79.70837498,73.7499,,6.3701
79.72470188,73.775,,6.345
79.73702908,73.7238,,6.3962
79.74978495,73.6213,,6.4987
79.76155305,73.5596,,6.5604
79.77400994,73.7662,,6.3538
79.79011798,73.9872,,6.1328
79.80242395,74.1928,,5.9272
79.81481791,74.282,,5.838
79.82710695,74.3099,,5.8101
79.84119081,74.2241,,5.8959
79.85183883,74.1016,,6.0184
79.86793804,74.0053,,6.1147
79.88047981,73.9465,,6.1735
79.89305902,73.9169,,6.2031
79.90488386,73.9866,,6.1334
79.91731596,74.069,,6.051
79.92943001,74.2304,,5.8896
79.94623208,74.4514,,5.6686
79.95801902,74.7186,,5.4014
79.97038412,74.9408,,5.1792
79.98278689,75.104,,5.016
79.99517679,75.1957,,4.9243
80.00735188,75.2361,,4.8839
80.02361584,75.322,,4.798
80.03589296,75.4603,,4.6597
80.04840398,75.93,,4.19
80.06056285,76.111,,4.009
80.07280612,76.291,,3.829
80.08509779,76.437,,3.683
80.10146594,76.6185,,3.5015
80.11382079,76.9055,,3.2145
80.12606478,77.3029,,2.8171
