Time (s),Mass (kg),Average weight,Pull force (kg)
60.03623891,75.6455,,4.4745
60.05256295,75.5078,,4.6122
60.06479192,75.3787,,4.7413
60.07751489,75.2763,,4.8437
60.08952594,75.2329,,4.8871
60.10175204,75.1788,,4.9412
60.11406088,75.124,,4.996
60.13112187,75.1405,,4.9795
60.14263296,75.1747,,4.9453
60.1552701,75.151,,4.969
60.16754293,75.0281,,5.0919
60.17964888,74.8201,,5.2999
60.1919899,74.5274,,5.5926
60.20811391,73.937,,6.183
60.22114873,73.7745,,6.3455
60.23280692,73.64,,6.48
60.24595284,73.5507,,6.5693
60.25733399,73.5373,,6.5827
60.26969481,73.5744,,6.5456
60.28601098,73.586,,6.534
60.29833484,73.57,,6.55
60.31051803,73.5348,,6.5852
60.32365108,73.5519,,6.5681
60.33524895,73.662,,6.458
60.35147595,73.7618,,6.3582
60.36372185,73.8753,,6.2447
60.37607384,73.9218,,6.1982
60.38874292,73.8244,,6.2956
60.40088081,73.6307,,6.4893
60.41307306,73.3972,,6.7228
60.42928791,73.1606,,6.9594
60.44163394,72.9985,,7.1215
60.45400071,72.9218,,7.1982
60.46645284,72.9204,,7.1996
60.47859097,73.2375,,6.8825
60.4908309,73.4905,,6.6295
60.50712013,73.7775,,6.3425
60.51949406,73.9756,,6.1444
60.53190184,74.0754,,6.0446
60.544101,74.086,,6.034
60.5563879,74.0855,,6.0345
60.56920791,74.1214,,5.9986
60.5849278,74.2599,,5.8601
60.59734082,74.506,,5.614
60.60956693,75.0418,,5.0782
60.62236381,75.2703,,4.8497
60.6343379,75.464,,4.656
60.646523,75.6563,,4.4637
60.66275883,75.9096,,4.2104
60.67511392,76.1704,,3.9496
60.68738508,76.4296,,3.6904
60.6997149,76.7316,,3.3884
60.71202707,77.0123,,3.1077
60.72889805,77.3018,,2.8182
60.74062586,78.1247,,1.9953
60.75285482,78.6613,,1.4587
60.76525092,79.2477,,0.8723
60.77758408,79.809,,0.311
60.79004002,80.2838,,-0.1638
60.80645585,80.6336,,-0.5136
60.81847382,80.8812,,-0.7612
60.83071399,81.0805,,-0.9605
60.84302187,81.2592,,-1.1392
60.85552096,81.4145,,-1.2945
60.86761999,81.5541,,-1.4341
60.8839128,82.0365,,-1.9165
60.89625001,82.5053,,-2.3853
60.90857005,83.0409,,-2.9209
60.92107582,83.5362,,-3.4162
60.93322206,83.8783,,-3.7583
60.94580293,84.0726,,-3.9526
60.96171212,84.0872,,-3.9672
60.97421479,83.8785,,-3.7585
60.98653793,83.4183,,-3.2983
60.99868894,82.7,,-2.58
61.01117682,80.8663,,-0.7463
61.02330375,80.2239,,-0.1039
61.04028678,80.047,,0.073
61.05188608,80.2497,,-0.1297
61.06420803,80.5812,,-0.4612
61.07658482,80.8606,,-0.7406
61.08902693,81.1028,,-0.9828
61.10507894,81.2885,,-1.1685
61.11735797,81.3573,,-1.2373
61.12969494,81.3239,,-1.2039
61.1424818,80.9577,,-0.8377
61.15487695,80.7407,,-0.6207
61.16687989,80.4709,,-0.3509
61.18370771,80.1026,,0.0174
61.19525504,79.7217,,0.3983
61.2075398,79.2916,,0.8284
61.21985602,78.8383,,1.2817
61.2322669,78.5132,,1.6068
61.24453402,78.5348,,1.5852
61.26068807,78.9215,,1.1985
61.2730639,79.5651,,0.5549
61.28639197,81.1472,,-1.0272
61.29795814,81.8988,,-1.7788
61.31003094,82.3315,,-2.2115
61.32239413,82.3001,,-2.1801
61.33869982,81.768,,-1.648
61.35093403,80.8959,,-0.7759
61.36329699,79.9969,,0.1231
61.37553596,79.1851,,0.9349
61.38811898,78.5212,,1.5988
61.40015888,78.0366,,2.0834
61.41637278,77.6143,,2.5057
61.4287169,77.6611,,2.4589
61.44104171,77.8411,,2.2789
61.45347595,78.0769,,2.0431
61.46566081,78.2867,,1.8333
61.48186684,78.4056,,1.7144
61.49424505,78.5026,,1.6174
61.50655198,78.5555,,1.5645
61.51883006,78.464,,1.656
61.5311749,78.162,,1.958
61.54350495,77.003,,3.117
61.55970597,76.2302,,3.8898
61.57204914,75.3947,,4.7253
61.58434606,74.6448,,5.4752
61.59671688,74.0655,,6.0545
61.60900187,73.623,,6.497
61.62163401,73.2355,,6.8845
61.63757086,72.8724,,7.2476
61.64984584,72.6148,,7.5052
61.66223788,72.5117,,7.6083
61.67473507,72.5456,,7.5744
61.6873877,73.045,,7.075
61.69917989,73.3931,,6.7269
61.71536088,73.6907,,6.4293
61.72769976,73.9236,,6.1964
61.7400229,74.1636,,5.9564
61.75228596,74.4042,,5.7158
61.76462793,74.6188,,5.5012
61.77718592,74.7362,,5.3838
61.79319596,74.694,,5.426
61.80553889,74.4698,,5.6502
61.81784701,74.1191,,6.0009
61.83009601,74.1496,,5.9704
61.84270692,74.2575,,5.8625
61.85868883,74.3127,,5.8073
61.87107086,74.2823,,5.8377
61.88375497,74.1989,,5.9211
61.895684,74.1745,,5.9455
61.90804505,74.1764,,5.9436
61.92028308,74.093,,6.027
61.9364841,73.8974,,6.2226
61.94881201,73.4145,,6.7055
61.96114993,73.2112,,6.9088
61.9742341,73.0347,,7.0853
61.98577976,72.8983,,7.2217
61.99816799,72.7645,,7.3555
62.01431799,72.7288,,7.3912
62.02666688,72.7977,,7.3223
62.039397,72.8898,,7.2302
62.05139804,72.9403,,7.1797
62.0641129,72.8614,,7.2586
62.0759809,72.4779,,7.6421
62.09254074,72.2129,,7.9071
62.10449672,71.905,,8.215
62.11683798,71.6148,,8.5052
62.12967086,71.3901,,8.7299
62.14153099,71.2991,,8.8209
62.15377593,71.3723,,8.7477
62.17031002,71.5655,,8.5545
62.18230081,71.8229,,8.2971
62.19472599,72.0524,,8.0676
62.20711803,72.1578,,7.9622
62.219908,72.0497,,8.0703
62.23552394,71.8391,,8.2809
62.24785781,71.4873,,8.6327
62.2601409,70.9975,,9.1225
62.27247,70.4357,,9.6843
62.28471899,69.9821,,10.1379
62.29725099,69.7055,,10.4145
62.3133018,69.5242,,10.5958
62.32571197,69.3489,,10.7711
62.33807492,69.1199,,11.0001
62.35032487,68.3967,,11.7233
62.36255002,67.8689,,12.2511
62.37495685,67.2041,,12.9159
62.39117193,66.4349,,13.6851
62.40349483,65.6167,,14.5033
62.4157927,64.8253,,15.2947
62.42814684,64.1549,,15.9651
62.44045091,63.5767,,16.5433
62.45268393,63.0932,,17.0268
62.47068787,62.6461,,17.4739
62.48232603,61.6766,,18.4434
62.49362397,61.0353,,19.0847
62.50609303,60.254,,19.866
62.51824784,59.4376,,20.6824
62.53060985,58.5937,,21.5263
62.54686093,57.7921,,22.3279
62.55916882,57.0842,,23.0358
62.57230878,56.4872,,23.6328
62.58377886,55.9565,,24.1635
62.59607482,55.4979,,24.6221
62.61229587,55.0855,,25.0345
62.62579393,54.2979,,25.8221
62.63702893,53.8326,,26.2874
62.649261,53.357,,26.763
62.66163611,52.8864,,27.2336
62.67461991,52.472,,27.648
62.69083214,52.1652,,27.9548
62.70246387,51.9309,,28.1891
62.71474695,51.7067,,28.4133
62.7270689,51.4913,,28.6287
62.73948383,51.3234,,28.7966
62.751724,51.0672,,29.0528
62.76892376,50.9995,,29.1205
62.78030682,50.9398,,29.1802
62.79261088,50.8886,,29.2314
62.80529499,50.7255,,29.3945
62.81726789,50.467,,29.653
62.82976675,50.1959,,29.9241
62.84584594,49.8676,,30.2524
62.85890508,49.5015,,30.6185
62.87081385,49.2008,,30.9192
62.8827908,49.064,,31.056
62.89505696,49.3868,,30.7332
62.90833879,49.9468,,30.1732
62.92480493,50.6568,,29.4632
62.93599677,51.3927,,28.7273
62.94825292,52.1156,,28.0044
62.96057105,52.7813,,27.3387
62.97421575,53.2533,,26.8667
62.98921895,53.4976,,26.6224
63.00260091,53.5257,,26.5943
63.01383185,53.3305,,26.7895
63.02627301,52.626,,27.494
63.03845811,52.2573,,27.8627
63.05080009,52.0063,,28.1137
63.06718302,51.8198,,28.3002
63.07929683,51.7895,,28.3305
63.09188294,51.9373,,28.1827
63.10392189,52.1633,,27.9567
63.11630201,52.4385,,27.6815
63.12867594,52.735,,27.385
63.144768,53.0113,,27.1087
63.15714598,53.4024,,26.7176
63.16943097,53.5889,,26.5311
63.18239498,53.8024,,26.3176
63.19417596,53.9897,,26.1303
63.20658612,54.1478,,25.9722
63.2231741,54.2545,,25.8655
63.23492098,54.3264,,25.7936
63.2486248,54.3901,,25.7299
63.25960803,54.4398,,25.6802
63.27213788,54.5092,,25.6108
63.28438401,54.7174,,25.4026
63.30057597,54.8274,,25.2926
63.31338215,54.9705,,25.1495
63.32508492,55.1443,,24.9757
63.33752584,55.3121,,24.8079
63.34978771,55.4612,,24.6588
63.36592603,55.6045,,24.5155
63.37837982,55.7626,,24.3574
63.39135885,55.869,,24.251
63.40289712,55.997,,24.123
63.41523385,56.1645,,23.9555
63.4275229,56.6818,,23.4382
63.44377112,57.021,,23.099
63.45621705,57.3581,,22.7619
63.46841383,57.7688,,22.3512
63.480726,58.1605,,21.9595
63.49307489,58.4879,,21.6321
63.50550389,58.7252,,21.3948
63.52170491,58.9223,,21.1977
63.53392673,59.0651,,21.0549
63.54623413,59.2256,,20.8944
63.55860806,59.6534,,20.4666
63.57087398,59.9246,,20.1954
63.58327889,60.28,,19.84
63.59944487,60.7675,,19.3525
63.61175895,61.3931,,18.7269
63.62410903,62.1384,,17.9816
63.63651299,62.9012,,17.2188
63.64876485,63.6264,,16.4936
63.66107798,64.2997,,15.8203
63.67766905,64.8787,,15.2413
63.68980289,65.9439,,14.1761
63.70210099,66.4497,,13.6703
63.71423793,66.9255,,13.1945
63.72745395,67.3345,,12.7855
63.74274611,67.727,,12.393
63.75603294,68.1363,,11.9837
63.76763296,68.5746,,11.5454
63.77975297,69.0124,,11.1076
63.792099,69.419,,10.701
63.80436301,69.8329,,10.2871
63.82058382,70.2364,,9.8836
63.83294582,71.2555,,8.8645
63.84522009,72.0334,,8.0866
63.85774899,72.9532,,7.1668
63.86988473,73.894,,6.226
63.88225102,74.8252,,5.2948
63.89841986,75.6846,,4.4354
63.91072893,76.4198,,3.7002
63.9233048,76.9962,,3.1238
63.93548989,77.4459,,2.6741
63.94769883,77.8524,,2.2676
63.96005392,78.6994,,1.4206
63.976336,79.2267,,0.8933
63.98868489,79.8088,,0.3112
64.00086594,80.4224,,-0.3024
64.01318192,81.0931,,-0.9731
64.02550387,81.8038,,-1.6838
64.03786492,82.41,,-2.29
64.0540998,82.834,,-2.714
64.06637192,83.0121,,-2.8921
64.08037496,83.0528,,-2.9328
64.09187293,82.8318,,-2.7118
64.10334301,82.6418,,-2.5218
64.12037182,82.2997,,-2.1797
64.13190699,81.8035,,-1.6835
64.14417887,81.2007,,-1.0807
64.15717483,80.5623,,-0.4423
64.16900802,80.0098,,0.1102
64.18158197,79.6537,,0.4663
64.20094776,79.5234,,0.5966
64.21352005,79.6019,,0.5181
64.22605586,79.7945,,0.3255
64.23444295,80.3293,,-0.2093
64.24667478,80.696,,-0.576
64.25932384,81.1597,,-1.0397
64.27593279,81.6686,,-1.5486
64.28757596,82.1504,,-2.0304
64.30008388,82.4088,,-2.2888
64.312186,82.2741,,-2.1541
64.32477593,81.6734,,-1.5534
64.33685493,80.7376,,-0.6176
64.35317707,79.7486,,0.3714
64.36548805,78.4388,,1.6812
64.37775493,78.3744,,1.7456
64.39004207,78.6854,,1.4346
64.40229988,79.1688,,0.9512
64.41469789,79.6957,,0.4243
64.43089294,80.0329,,0.0871
64.44348574,80.1017,,0.0183
64.45618296,80.1198,,0.0002
64.46872687,80.2621,,-0.1421
64.48020792,80.7184,,-0.5984
64.49644208,82.634,,-2.514
64.50959516,83.7327,,-3.6127
64.5210979,84.5391,,-4.4191
64.53356576,84.7523,,-4.6323
64.54565811,84.1781,,-4.0581
64.5587759,82.9251,,-2.8051
64.57508302,81.3976,,-1.2776
64.58657408,80.0008,,0.1192
64.59905791,79.0313,,1.0887
64.61115193,78.7198,,1.4002
64.62365675,79.7518,,0.3682
64.63585591,80.8437,,-0.7237
64.65203691,82.0493,,-1.9293
64.66433597,83.0644,,-2.9444
64.67669988,83.6399,,-3.5199
64.68902898,83.5465,,-3.4265
64.70158887,82.6417,,-2.5217
64.71366596,81.0317,,-0.9117
64.72986794,79.1163,,1.0037
64.74237299,77.243,,2.877
64.75453687,75.6166,,4.5034
64.76683092,73.7799,,6.3401
64.77916312,73.621,,6.499
64.79201102,73.812,,6.308
64.80771589,74.182,,5.938
64.82005596,74.5114,,5.6086
64.83244205,74.714,,5.406
64.84477401,74.7799,,5.3401
64.85706592,74.7375,,5.3825
64.87319994,74.645,,5.475
64.88554382,74.5744,,5.5456
64.89781499,75,,5.12
64.91016483,75.4604,,4.6596
64.92260504,75.8235,,4.2965
64.93480492,75.9744,,4.1456
64.95105195,75.949,,4.171
64.9633708,75.9687,,4.1513
64.97582412,76.0855,,4.0345
64.988065,76.2169,,3.9031
65.00030994,76.2158,,3.9042
65.01265502,76.0375,,4.0825
65.02887487,75.3374,,4.7826
65.0412221,75.0454,,5.0746
65.05360103,74.8802,,5.2398
65.06583071,74.7779,,5.3421
65.07816601,74.6735,,5.4465
65.09054303,74.5752,,5.5448
65.10672998,74.5357,,5.5843
65.11899495,74.5394,,5.5806
65.13225889,74.571,,5.549
65.1436739,74.5923,,5.5277
65.15599298,74.5631,,5.5569
65.1682899,74.4541,,5.6659
65.184515,74.3987,,5.7213
65.19707584,74.3882,,5.7318
65.20913506,74.3582,,5.7618
65.22149491,74.1945,,5.9255
65.23387194,73.8978,,6.2222
65.24998498,73.4496,,6.6704
65.26239586,72.8966,,7.2234
65.27506495,72.3384,,7.7816
65.287992,71.7951,,8.3249
65.29945111,70.9149,,9.2051
65.31160688,70.5026,,9.6174
65.32791185,70.1261,,9.9939
65.34234381,69.8035,,10.3165
65.35248494,69.553,,10.567
65.36484885,69.3496,,10.7704
65.37735391,69.146,,10.974
65.38962889,69.0101,,11.1099
65.40588689,68.8227,,11.2973
65.41799498,68.6202,,11.4998
65.43032289,68.0731,,12.0469
65.44295597,67.7708,,12.3492
65.45492077,67.3108,,12.8092
65.46731901,66.6976,,13.4224
65.48352671,65.9006,,14.2194
65.4958241,64.9685,,15.1515
65.5081799,63.9152,,16.2048
65.52078581,62.787,,17.333
65.53277779,61.7176,,18.4024
65.54512405,60.738,,19.382
65.56137991,59.8904,,20.2296
65.57381606,58.4895,,21.6305
65.58623409,57.8251,,22.2949
65.59844708,57.2312,,22.8888
65.6106348,56.782,,23.338
65.62683487,56.6415,,23.4785
65.639148,56.8796,,23.2404
65.65148902,57.5649,,22.5551
65.66380477,58.6357,,21.4843
65.67635393,59.9401,,20.1799
65.68870401,61.3153,,18.8047
65.70466399,63.628,,16.492
65.71695209,64.3031,,15.8169
65.72983909,64.6719,,15.4481
65.74320412,64.779,,15.341
65.7539587,64.7412,,15.3788
65.76623201,64.634,,15.486
65.78251004,64.4879,,15.6321
65.7948339,64.2817,,15.8383
65.80754781,63.9982,,16.1218
65.81978393,63.7072,,16.4128
65.83263397,63.2216,,16.8984
65.84405184,63.1412,,16.9788
65.86040092,63.2423,,16.8777
65.87273479,63.5619,,16.5581
65.88520002,64.0329,,16.0871
65.89728189,64.5854,,15.5346
65.90958095,65.0951,,15.0249
65.92579293,65.4823,,14.6377
65.93858886,65.7374,,14.3826
65.95052886,65.8383,,14.2817
65.96278906,65.8217,,14.2983
65.97518396,65.7768,,14.3432
65.98904896,65.8753,,14.2447
66.00361586,66.127,,13.993
66.01604891,66.4664,,13.6536
66.02830577,66.7505,,13.3695
66.0407989,67.0539,,13.0661
66.05318189,67.3638,,12.7562
66.06522393,67.6513,,12.4687
66.08148694,67.9065,,12.2135
66.09439898,68.1734,,11.9466
66.10639691,68.6897,,11.4303
66.11916494,68.9702,,11.1498
66.13099599,69.2777,,10.8423
66.14334583,69.6081,,10.5119
66.15943909,69.951,,10.169
66.17166901,70.3121,,9.8079
66.18395686,70.5982,,9.5218
66.19626904,70.8029,,9.3171
66.20859003,71.0026,,9.1174
66.2210989,71.215,,8.905
66.23715186,71.6687,,8.4513
66.24944186,71.8633,,8.2567
66.26181078,72.0296,,8.0904
66.27422881,72.2698,,7.8502
66.2864728,72.5994,,7.5206
66.302634,72.9924,,7.1276
66.31500483,73.4111,,6.7089
66.32726288,73.6852,,6.4348
66.34016609,73.8252,,6.2948
66.35199189,73.964,,6.156
66.36431575,74.1448,,5.9752
66.38048601,74.8524,,5.2676
66.39292574,75.3794,,4.7406
66.40510392,75.8337,,4.2863
66.41748405,76.1508,,3.9692
66.42975998,76.3836,,3.7364
66.44281387,76.6742,,3.4458
66.45830297,77.0914,,3.0286
66.47061896,77.5862,,2.5338
66.48299384,78.0685,,2.0515
66.49525809,78.5076,,1.6124
66.50760794,79.1695,,0.9505
66.51991582,79.4467,,0.6733
66.53613591,79.7224,,0.3976
66.5484221,80.0486,,0.0714
66.56080794,80.4616,,-0.3416
66.57322907,80.9328,,-0.8128
66.5853591,81.3959,,-1.2759
66.59773493,81.8192,,-1.6992
66.61394882,82.1489,,-2.0289
66.6262629,82.3759,,-2.2559
66.63870692,82.5889,,-2.4689
66.65089512,82.5875,,-2.4675
66.66323996,82.5941,,-2.4741
66.6794548,82.6954,,-2.5754
66.69182992,83.0067,,-2.8867
66.70424485,83.5329,,-3.4129
66.71643782,84.3206,,-4.2006
66.72888684,85.1813,,-5.0613
66.74116802,85.6297,,-5.5097
66.757303,85.4642,,-5.3442
66.76962495,84.7461,,-4.6261
66.78206682,82.6773,,-2.5573
66.79551888,81.7383,,-1.6183
66.80724287,81.1263,,-1.0063
66.81917191,80.91,,-0.79
66.83510709,81.0453,,-0.9253
66.84741187,81.5036,,-1.3836
66.85976911,82.1788,,-2.0588
66.87210107,82.8575,,-2.7375
66.88483405,83.2822,,-3.1622
66.89706683,83.312,,-3.192
66.91297603,82.567,,-2.447
66.92529202,82.0473,,-1.9273
66.93762398,81.4984,,-1.3784
66.9498899,80.9115,,-0.7915
66.96220207,80.3053,,-0.1853
66.97461987,79.7667,,0.3533
66.99142194,79.4329,,0.6871
67.00304604,79.3207,,0.7993
67.01534581,79.3172,,0.8028
67.02772689,79.2983,,0.8217
67.04008484,79.1215,,0.9985
67.05672598,79.1279,,0.9921
67.0685811,79.2974,,0.8226
67.08091378,79.6833,,0.4367
67.09347892,80.1631,,-0.0431
67.10547304,80.7906,,-0.6706
67.11939597,81.5445,,-1.4245
67.13405299,82.1785,,-2.0585
67.146456,82.3831,,-2.2631
67.15886497,82.0592,,-1.9392
67.17096591,80.469,,-0.349
67.18359089,79.7032,,0.4168
67.19571185,79.0472,,1.0728
67.21188402,78.4958,,1.6242
67.22437382,78.1663,,1.9537
67.23687172,78.1831,,1.9369
67.24905801,78.3892,,1.7308
67.26120591,78.4883,,1.6317
67.27398586,78.2795,,1.8405
67.29075885,77.7003,,2.4197
67.30208993,76.9367,,3.1833
67.31444812,75.3955,,4.7245
67.32726288,74.4785,,5.6415
67.33910394,73.3698,,6.7502
67.35134292,72.197,,7.923
67.36888599,71.0344,,9.0856
67.38014293,70.0242,,10.0958
67.39305687,69.2481,,10.8719
67.40455699,68.7455,,11.3745
67.41685486,68.5842,,11.5358
67.43316293,68.7622,,11.3578
67.44555783,69.734,,10.386
67.45775509,70.1413,,9.9787
67.46996093,70.4352,,9.6848
67.48230195,70.7677,,9.3523
67.4947269,71.1616,,8.9584
67.51089978,71.5196,,8.6004
67.5232389,71.7062,,8.4138
67.53552675,71.5215,,8.5985
67.54796791,70.9965,,9.1235
67.56041288,70.263,,9.857
67.57255387,68.8896,,11.2304
67.58884096,68.4551,,11.6649
67.60103893,68.0727,,12.0473
67.61336088,67.6465,,12.4735
67.62579298,67.1882,,12.9318
67.63801599,66.7545,,13.3655
67.65040302,66.4544,,13.6656
67.66655493,66.2159,,13.9041
67.67936301,65.889,,14.231
67.69120502,65.4242,,14.6958
67.70362902,64.8677,,15.2523
67.71573973,63.616,,16.504
67.72840381,62.9016,,17.2184
67.74442387,62.086,,18.034
67.75670695,61.1929,,18.9271
67.76906109,60.3139,,19.8061
67.78161407,59.4867,,20.6333
67.794806,58.7027,,21.4173
67.81007791,57.9651,,22.1549
67.82258296,57.3008,,22.8192
67.83459187,56.69,,23.43
67.84689498,55.6551,,24.4649
67.85924506,55.3113,,24.8087
67.87148476,55.2031,,24.9169
67.88775992,55.3391,,24.7809
67.90001607,55.6861,,24.4339
67.91235185,56.1826,,23.9374
67.92485976,56.7095,,23.4105
67.93700075,57.2313,,22.8887
67.94923782,57.7293,,22.3907
67.96554995,58.1328,,21.9872
67.9778738,58.5152,,21.6048
67.99017096,58.5589,,21.5611
68.00253487,58.5853,,21.5347
68.01483393,58.6352,,21.4848
68.02761173,58.8153,,21.3047
68.04383993,59.1201,,20.9999
68.055686,59.5435,,20.5765
68.06812882,60.0821,,20.0379
68.08039999,60.725,,19.395
68.09269285,61.3849,,18.7351
68.10500097,61.9466,,18.1734
68.12117076,62.7001,,17.4199
68.13353109,62.8428,,17.2772
68.14586496,62.9064,,17.2136
68.15837789,62.8248,,17.2952
68.17041087,62.6378,,17.4822
68.186692,62.395,,17.725
68.19900489,62.1561,,17.9639
68.21156883,61.9735,,18.1465
68.22400784,61.8897,,18.2303
68.23594213,61.9207,,18.1993
68.24836183,62.0824,,18.0376
68.26454687,62.2345,,17.8855
68.27707195,62.492,,17.628
68.28980899,62.7886,,17.3314
68.30154896,63.087,,17.033
68.31384802,63.27,,16.85
68.32687497,63.3561,,16.7639
68.34242511,63.3411,,16.7789
68.3546629,63.3042,,16.8158
68.36704397,63.2665,,16.8535
68.37933898,63.2651,,16.8549
68.39170694,63.3728,,16.7472
68.40394378,63.5423,,16.5777
68.42013574,63.7681,,16.3519
68.43251491,64.076,,16.044
68.44484186,64.432,,15.688
68.45712614,64.8517,,15.2683
68.46947885,65.3062,,14.8138
68.48191571,65.6814,,14.4386
68.49807191,66.029,,14.091
68.51067686,66.4443,,13.6757
68.52276802,67.4971,,12.6229
68.53499317,68.09,,12.03
68.54747295,68.6118,,11.5082
68.56351781,69.0984,,11.0216
68.57587886,69.6135,,10.5065
68.5881021,70.2161,,9.9039
68.60046101,70.8685,,9.2515
68.61284184,71.6101,,8.5099
68.625144,72.4773,,7.6427
68.64134502,73.419,,6.701
68.65366077,74.9334,,5.1866
68.66600013,75.4709,,4.6491
68.67830586,75.876,,4.244
68.69054675,76.187,,3.933
68.70307875,76.4159,,3.7041
68.71918797,76.627,,3.493
68.73149681,76.9092,,3.2108
68.744416,77.3919,,2.7281
68.756109,78.1431,,1.9769
68.76846695,79.1664,,0.9536
68.78070903,81.613,,-1.493
68.79700899,82.6524,,-2.5324
68.8093729,83.353,,-3.233
68.82166386,83.6199,,-3.4999
68.83407784,83.501,,-3.381
68.84628701,83.0515,,-2.9315
68.85862899,82.4762,,-2.3562
68.87484312,81.9463,,-1.8263
68.88714695,81.5105,,-1.3905
68.89969182,81.1804,,-1.0604
68.91185403,80.888,,-0.768
68.92423487,80.3298,,-0.2098
68.94052696,80.1749,,-0.0549
68.95263195,80.1294,,-0.0094
68.96494579,80.1595,,-0.0395
68.97897887,80.2346,,-0.1146
68.98966384,80.3464,,-0.2264
69.00190687,80.4531,,-0.3331
69.01816487,80.456,,-0.336
69.0304749,80.4128,,-0.2928
69.04279494,80.3948,,-0.2748
69.05510902,80.561,,-0.441
69.0679009,80.7051,,-0.5851
69.08042789,80.8676,,-0.7476
69.09602594,80.9841,,-0.8641
69.1085639,81.0487,,-0.9287
69.12064099,81.0261,,-0.9061
69.13343406,80.8955,,-0.7755
69.14527082,80.761,,-0.641
69.15783286,80.716,,-0.596
69.17381811,80.7815,,-0.6615
69.1861589,81.0137,,-0.8937
69.19845986,81.1501,,-1.0301
69.21149087,81.4319,,-1.3119
69.22362494,81.8822,,-1.7622
69.23543382,82.3178,,-2.1978
69.25162387,82.6613,,-2.5413
69.26394486,82.7585,,-2.6385
69.27630687,82.5196,,-2.3996
69.28903174,81.9891,,-1.8691
69.30092478,81.4177,,-1.2977
69.31844282,81.1382,,-1.0182
69.32954383,81.6344,,-1.5144
69.34204102,82.024,,-1.904
69.35411191,82.3031,,-2.1831
69.36644292,82.4948,,-2.3748
69.37902188,82.5597,,-2.4397
69.39493179,82.4342,,-2.3142
69.4072628,82.1116,,-1.9916
69.419662,81.472,,-1.352
69.43234086,80.4861,,-0.3661
69.44519091,79.2952,,0.8248
69.45666194,77.3781,,2.7419
69.47277689,76.8395,,3.2805
69.48515892,76.3805,,3.7395
69.49743295,75.8633,,4.2567
69.51129007,75.3429,,4.7771
69.52209091,74.9638,,5.1562
69.53439689,74.7668,,5.3532
69.55065012,74.7571,,5.3629
69.56294394,74.7893,,5.3307
69.57542181,74.7169,,5.4031
69.58783293,74.2821,,5.8379
69.59991693,74.0118,,6.1082
69.612293,73.7238,,6.3962
69.62939906,73.4641,,6.6559
69.64077783,73.2933,,6.8267
69.65309405,73.269,,6.851
69.66540003,73.3638,,6.7562
69.67822695,73.5739,,6.5461
69.69413805,73.7978,,6.3222
69.7062881,73.9702,,6.1498
69.71894789,74.0179,,6.1021
69.73093796,73.9756,,6.1444
69.74328279,73.9681,,6.1519
69.75553298,74.0859,,6.0341
69.77186298,74.303,,5.817
69.784266,74.4948,,5.6252
69.79679084,74.5665,,5.5535
69.80901384,74.4637,,5.6563
69.82097673,74.2283,,5.8917
69.83336282,73.9632,,6.1568
69.84960508,73.6972,,6.4228
69.86194086,73.3848,,6.7352
69.87424898,73.3835,,6.7365
69.8865788,73.3952,,6.7248
69.8988688,73.413,,6.707
69.91117787,73.488,,6.632
69.92743587,73.6256,,6.4944
69.93974996,73.7706,,6.3494
69.95207906,73.9106,,6.2094
69.96441102,74.0249,,6.0951
69.97663403,74.0679,,6.0521
69.99136305,73.6225,,6.4975
70.00525475,73.2835,,6.8365
70.01758885,73.0168,,7.1032
70.029881,72.8719,,7.2481
70.04267693,72.7978,,7.3222
70.05448794,72.6548,,7.4652
70.07076287,72.4509,,7.6691
70.08305669,72.1831,,7.9369
70.09542489,71.7997,,8.3203
70.10772991,71.3727,,8.7473
70.11998582,70.7257,,9.3943
70.13236904,70.5402,,9.5798
70.14858007,70.4176,,9.7024
70.16131282,70.366,,9.754
70.17323112,70.2826,,9.8374
70.18559885,70.1509,,9.9691
70.19799185,69.9305,,10.1895
70.21020794,69.6585,,10.4615
70.22645497,69.3656,,10.7544
70.23874879,69.0087,,11.1113
70.25105977,68.6555,,11.4645
70.26339889,68.1197,,12.0003
70.27638483,67.8575,,12.2625
70.28801775,67.4697,,12.6503
70.30431199,66.9578,,13.1622
70.31672192,66.3144,,13.8056
70.3289609,65.5478,,14.5722
70.34141088,64.7384,,15.3816
70.35351276,63.9507,,16.1693
70.36633182,63.2443,,16.8757
70.38213801,62.6572,,17.4628
70.39481378,61.7338,,18.3862
70.40675712,61.3048,,18.8152
70.41920495,60.8685,,19.2515
70.43197489,60.4704,,19.6496
70.44757605,60.2714,,19.8486
70.46008587,60.3765,,19.7435
70.47227693,60.8908,,19.2292
70.48460793,61.7175,,18.4025
70.49738693,62.7345,,17.3855
70.50956583,63.823,,16.297
70.52540588,65.9284,,14.1916
70.53773093,66.6815,,13.4385
70.55002093,67.0607,,13.0593
70.56248689,67.116,,13.004
70.57476711,67.0125,,13.1075
70.58699274,66.8009,,13.3191
70.60323501,66.5616,,13.5584
70.61554098,66.3517,,13.7683
70.62873387,66.1387,,13.9813
70.64020491,65.8711,,14.2489
70.65267491,65.5407,,14.5793
70.66486597,64.87,,15.25
70.68176198,64.7475,,15.3725
70.69354987,64.8446,,15.2754
70.70592499,65.1385,,14.9815
70.71806884,65.4989,,14.6211
70.73035884,65.8047,,14.3153
70.74285984,65.9801,,14.1399
70.75911379,65.9991,,14.1209
